,dataset,k,r,w,v,reduction,acc,eff,storage
0,vowel,3,1.5,eq,shep,,0.9393939393939394,0.07476663589477539,1
0,vowel,3,1.5,eq,shep,,0.9696969696969697,0.07483172416687012,1
0,vowel,3,1.5,eq,shep,,0.9797979797979798,0.0717763900756836,1
0,vowel,3,1.5,mi,maj,,0.9494949494949495,0.21242523193359375,1
0,vowel,3,1.5,mi,maj,,0.9696969696969697,0.245316743850708,1
0,vowel,3,1.5,mi,maj,,0.9696969696969697,0.24109673500061035,1
0,vowel,3,1.5,mi,maj,,0.98989898989899,0.30107951164245605,1
0,vowel,3,1.5,mi,maj,,0.98989898989899,0.2246086597442627,1
0,vowel,3,1.5,mi,maj,,0.9797979797979798,0.21123147010803223,1
0,vowel,3,1.5,mi,maj,,0.98989898989899,0.2127060890197754,1
0,vowel,3,1.5,mi,maj,,0.9595959595959596,0.2145698070526123,1
0,vowel,3,1.5,mi,maj,,0.9797979797979798,0.21114397048950195,1
0,vowel,3,1.5,mi,maj,,0.9696969696969697,0.209092378616333,1
0,vowel,3,1.5,mi,inv,,0.9595959595959596,0.21459603309631348,1
0,vowel,3,1.5,mi,inv,,0.9595959595959596,0.21775031089782715,1
0,vowel,3,1.5,mi,inv,,0.9797979797979798,0.21634507179260254,1
0,vowel,3,1.5,mi,inv,,0.98989898989899,0.20824337005615234,1
0,vowel,3,1.5,mi,inv,,0.98989898989899,0.20817160606384277,1
0,vowel,3,1.5,mi,inv,,0.9797979797979798,0.2098865509033203,1
0,vowel,3,1.5,mi,inv,,0.98989898989899,0.20984792709350586,1
0,vowel,3,1.5,mi,inv,,0.9696969696969697,0.21334099769592285,1
0,vowel,3,1.5,mi,inv,,0.9797979797979798,0.21445012092590332,1
0,vowel,3,1.5,mi,inv,,0.9797979797979798,0.21203994750976562,1
0,vowel,3,1.5,mi,shep,,0.9393939393939394,0.20955538749694824,1
0,vowel,3,1.5,mi,shep,,0.9595959595959596,0.21636319160461426,1
0,vowel,3,1.5,mi,shep,,0.9797979797979798,0.21385812759399414,1
0,vowel,3,1.5,mi,shep,,0.98989898989899,0.21396684646606445,1
0,vowel,3,1.5,mi,shep,,0.98989898989899,0.21541190147399902,1
0,vowel,3,1.5,mi,shep,,0.9797979797979798,0.21348214149475098,1
0,vowel,3,1.5,mi,shep,,0.98989898989899,0.20859003067016602,1
0,vowel,3,1.5,mi,shep,,0.9696969696969697,0.20928072929382324,1
0,vowel,3,1.5,mi,shep,,0.9797979797979798,0.20830035209655762,1
0,vowel,3,1.5,mi,shep,,0.9696969696969697,0.21375179290771484,1
0,vowel,3,1.5,chi,maj,,0.9393939393939394,0.06967711448669434,1
0,vowel,3,1.5,chi,maj,,0.9494949494949495,0.07624006271362305,1
0,vowel,3,1.5,chi,maj,,0.9696969696969697,0.0726785659790039,1
0,vowel,3,1.5,chi,maj,,0.98989898989899,0.07949018478393555,1
0,vowel,3,1.5,chi,maj,,0.98989898989899,0.07273530960083008,1
0,vowel,3,1.5,chi,maj,,0.9797979797979798,0.07181549072265625,1
0,vowel,3,1.5,chi,maj,,0.9797979797979798,0.07211971282958984,1
0,vowel,3,1.5,chi,maj,,0.9595959595959596,0.07702374458312988,1
0,vowel,3,1.5,chi,maj,,0.9696969696969697,0.07208704948425293,1
0,vowel,3,1.5,chi,maj,,0.9696969696969697,0.07243084907531738,1
0,vowel,3,1.5,chi,inv,,0.9494949494949495,0.07247161865234375,1
0,vowel,3,1.5,chi,inv,,0.9494949494949495,0.07374048233032227,1
0,vowel,3,1.5,chi,inv,,0.98989898989899,0.0801692008972168,1
0,vowel,3,1.5,chi,inv,,0.98989898989899,0.07217788696289062,1
0,vowel,3,1.5,chi,inv,,1.0,0.07208609580993652,1
0,vowel,3,1.5,chi,inv,,0.9797979797979798,0.07429814338684082,1
0,vowel,3,1.5,chi,inv,,0.9797979797979798,0.07711315155029297,1
0,vowel,3,1.5,chi,inv,,0.9696969696969697,0.07148885726928711,1
0,vowel,3,1.5,chi,inv,,0.9696969696969697,0.07262349128723145,1
0,vowel,3,1.5,chi,inv,,0.9797979797979798,0.07488656044006348,1
0,vowel,3,1.5,chi,shep,,0.9494949494949495,0.07741546630859375,1
0,vowel,3,1.5,chi,shep,,0.9494949494949495,0.07324790954589844,1
0,vowel,3,1.5,chi,shep,,0.98989898989899,0.0733041763305664,1
0,vowel,3,1.5,chi,shep,,0.98989898989899,0.07457828521728516,1
0,vowel,3,1.5,chi,shep,,1.0,0.07330775260925293,1
0,vowel,3,1.5,chi,shep,,0.9797979797979798,0.07242941856384277,1
0,vowel,3,1.5,chi,shep,,0.9797979797979798,0.07324838638305664,1
0,vowel,3,1.5,chi,shep,,0.9696969696969697,0.07187771797180176,1
0,vowel,3,1.5,chi,shep,,0.9797979797979798,0.07818984985351562,1
0,vowel,3,1.5,chi,shep,,0.9696969696969697,0.07180261611938477,1
0,vowel,3,2,eq,maj,,0.9494949494949495,0.034905195236206055,1
0,vowel,3,2,eq,maj,,0.9595959595959596,0.03722071647644043,1
0,vowel,3,2,eq,maj,,0.9595959595959596,0.03488588333129883,1
0,vowel,3,2,eq,maj,,1.0,0.03453230857849121,1
0,vowel,3,2,eq,maj,,0.9595959595959596,0.037441253662109375,1
0,vowel,3,2,eq,maj,,0.9696969696969697,0.035216569900512695,1
0,vowel,3,2,eq,maj,,1.0,0.03930234909057617,1
0,vowel,3,2,eq,maj,,0.9393939393939394,0.03608369827270508,1
0,vowel,3,2,eq,maj,,0.9797979797979798,0.036015987396240234,1
0,vowel,3,2,eq,maj,,0.9696969696969697,0.03692221641540527,1
0,vowel,3,2,eq,inv,,0.9696969696969697,0.03631758689880371,1
0,vowel,3,2,eq,inv,,0.9595959595959596,0.03625988960266113,1
0,vowel,3,2,eq,inv,,0.9696969696969697,0.03408384323120117,1
0,vowel,3,2,eq,inv,,1.0,0.0370180606842041,1
0,vowel,3,2,eq,inv,,0.9595959595959596,0.03720855712890625,1
0,vowel,3,2,eq,inv,,0.9696969696969697,0.035268545150756836,1
0,vowel,3,2,eq,inv,,1.0,0.036693572998046875,1
0,vowel,3,2,eq,inv,,0.9595959595959596,0.03519129753112793,1
0,vowel,3,2,eq,inv,,0.9797979797979798,0.034258365631103516,1
0,vowel,3,2,eq,inv,,0.98989898989899,0.039170026779174805,1
0,vowel,3,2,eq,shep,,0.9494949494949495,0.034990549087524414,1
0,vowel,3,2,eq,shep,,0.9595959595959596,0.03461432456970215,1
0,vowel,3,2,eq,shep,,0.9696969696969697,0.035634756088256836,1
0,vowel,3,2,eq,shep,,1.0,0.03788256645202637,1
0,vowel,3,2,eq,shep,,0.9595959595959596,0.03801918029785156,1
0,vowel,3,2,eq,shep,,0.9696969696969697,0.03722858428955078,1
0,vowel,3,2,eq,shep,,1.0,0.03636813163757324,1
0,vowel,3,2,eq,shep,,0.9393939393939394,0.03717684745788574,1
0,vowel,3,2,eq,shep,,0.9797979797979798,0.03669261932373047,1
0,vowel,3,2,eq,shep,,0.9797979797979798,0.03517603874206543,1
0,vowel,3,2,mi,maj,,0.9494949494949495,0.1738877296447754,1
0,vowel,3,2,mi,maj,,0.9494949494949495,0.1735069751739502,1
0,vowel,3,2,mi,maj,,0.9696969696969697,0.17600178718566895,1
0,vowel,3,2,mi,maj,,0.98989898989899,0.17469191551208496,1
0,vowel,3,2,mi,maj,,0.98989898989899,0.17601656913757324,1
0,vowel,3,2,mi,maj,,0.9797979797979798,0.17469167709350586,1
0,vowel,3,2,mi,maj,,0.98989898989899,0.17286443710327148,1
0,vowel,3,2,mi,maj,,0.9494949494949495,0.1776735782623291,1
0,vowel,3,2,mi,maj,,0.9797979797979798,0.17456626892089844,1
0,vowel,3,2,mi,maj,,0.9696969696969697,0.17718911170959473,1
0,vowel,3,2,mi,inv,,0.9696969696969697,0.17427992820739746,1
0,vowel,3,2,mi,inv,,0.9494949494949495,0.17764925956726074,1
0,vowel,3,2,mi,inv,,0.98989898989899,0.1748337745666504,1
0,vowel,3,2,mi,inv,,0.98989898989899,0.17389965057373047,1
0,vowel,3,2,mi,inv,,0.98989898989899,0.17705392837524414,1
0,vowel,3,2,mi,inv,,0.9797979797979798,0.17115426063537598,1
0,vowel,3,2,mi,inv,,0.98989898989899,0.17151427268981934,1
0,vowel,3,2,mi,inv,,0.9494949494949495,0.17345476150512695,1
0,vowel,3,2,mi,inv,,0.9797979797979798,0.1722719669342041,1
0,vowel,3,2,mi,inv,,0.9797979797979798,0.1755352020263672,1
0,vowel,3,2,mi,shep,,0.9595959595959596,0.1729745864868164,1
0,vowel,3,2,mi,shep,,0.9595959595959596,0.1733243465423584,1
0,vowel,3,2,mi,shep,,0.9696969696969697,0.17274928092956543,1
0,vowel,3,2,mi,shep,,0.98989898989899,0.17566776275634766,1
0,vowel,3,2,mi,shep,,0.98989898989899,0.1762843132019043,1
0,vowel,3,2,mi,shep,,0.9797979797979798,0.17466998100280762,1
0,vowel,3,2,mi,shep,,0.98989898989899,0.17701005935668945,1
0,vowel,3,2,mi,shep,,0.9494949494949495,0.17264127731323242,1
0,vowel,3,2,mi,shep,,0.9797979797979798,0.171600341796875,1
0,vowel,3,2,mi,shep,,0.9696969696969697,0.17383646965026855,1
0,vowel,3,2,chi,maj,,0.9494949494949495,0.03528761863708496,1
0,vowel,3,2,chi,maj,,0.9494949494949495,0.03644824028015137,1
0,vowel,3,2,chi,maj,,0.9696969696969697,0.0363774299621582,1
0,vowel,3,2,chi,maj,,0.98989898989899,0.04178023338317871,1
0,vowel,3,2,chi,maj,,0.98989898989899,0.04025578498840332,1
0,vowel,3,2,chi,maj,,0.9797979797979798,0.03600955009460449,1
0,vowel,3,2,chi,maj,,0.9797979797979798,0.0377655029296875,1
0,vowel,3,2,chi,maj,,0.9696969696969697,0.03553962707519531,1
0,vowel,3,2,chi,maj,,0.9797979797979798,0.037085771560668945,1
0,vowel,3,2,chi,maj,,0.9696969696969697,0.039405107498168945,1
0,vowel,3,2,chi,inv,,0.9595959595959596,0.03772091865539551,1
0,vowel,3,2,chi,inv,,0.9494949494949495,0.036643266677856445,1
0,vowel,3,2,chi,inv,,0.98989898989899,0.03738856315612793,1
0,vowel,3,2,chi,inv,,0.98989898989899,0.036344051361083984,1
0,vowel,3,2,chi,inv,,0.98989898989899,0.03838658332824707,1
0,vowel,3,2,chi,inv,,0.9797979797979798,0.0384218692779541,1
0,vowel,3,2,chi,inv,,0.9797979797979798,0.03806757926940918,1
0,vowel,3,2,chi,inv,,0.9696969696969697,0.03871917724609375,1
0,vowel,3,2,chi,inv,,0.9797979797979798,0.03671121597290039,1
0,vowel,3,2,chi,inv,,0.98989898989899,0.036594390869140625,1
0,vowel,3,2,chi,shep,,0.9595959595959596,0.03737497329711914,1
0,vowel,3,2,chi,shep,,0.9494949494949495,0.036107778549194336,1
0,vowel,3,2,chi,shep,,0.9696969696969697,0.039577484130859375,1
0,vowel,3,2,chi,shep,,0.98989898989899,0.04004788398742676,1
0,vowel,3,2,chi,shep,,0.98989898989899,0.03908514976501465,1
0,vowel,3,2,chi,shep,,0.9797979797979798,0.03944134712219238,1
0,vowel,3,2,chi,shep,,0.9797979797979798,0.03771185874938965,1
0,vowel,3,2,chi,shep,,0.9696969696969697,0.03711295127868652,1
0,vowel,3,2,chi,shep,,0.9797979797979798,0.03778481483459473,1
0,vowel,3,2,chi,shep,,0.9797979797979798,0.03666853904724121,1
0,vowel,5,1,eq,maj,,0.9393939393939394,0.03675675392150879,1
0,vowel,5,1,eq,maj,,0.9090909090909091,0.03724789619445801,1
0,vowel,5,1,eq,maj,,0.9393939393939394,0.040509700775146484,1
0,vowel,5,1,eq,maj,,0.98989898989899,0.03705430030822754,1
0,vowel,5,1,eq,maj,,0.9292929292929293,0.034393310546875,1
0,vowel,5,1,eq,maj,,0.9494949494949495,0.03578042984008789,1
0,vowel,5,1,eq,maj,,0.9393939393939394,0.03717827796936035,1
0,vowel,5,1,eq,maj,,0.898989898989899,0.040894269943237305,1
0,vowel,5,1,eq,maj,,0.9292929292929293,0.03532886505126953,1
0,vowel,5,1,eq,maj,,0.9191919191919192,0.03541088104248047,1
0,vowel,5,1,eq,inv,,0.9595959595959596,0.03487396240234375,1
0,vowel,5,1,eq,inv,,0.9393939393939394,0.03914904594421387,1
0,vowel,5,1,eq,inv,,0.9696969696969697,0.03987288475036621,1
0,vowel,5,1,eq,inv,,0.98989898989899,0.036405324935913086,1
0,vowel,5,1,eq,inv,,0.9797979797979798,0.037329673767089844,1
0,vowel,5,1,eq,inv,,0.9595959595959596,0.03908872604370117,1
0,vowel,5,1,eq,inv,,0.98989898989899,0.037490129470825195,1
0,vowel,5,1,eq,inv,,0.9393939393939394,0.032645463943481445,1
0,vowel,5,1,eq,inv,,0.9595959595959596,0.034343719482421875,1
0,vowel,5,1,eq,inv,,0.9292929292929293,0.03363966941833496,1
0,vowel,5,1,eq,shep,,0.9393939393939394,0.03689718246459961,1
0,vowel,5,1,eq,shep,,0.9191919191919192,0.03740096092224121,1
0,vowel,5,1,eq,shep,,0.9494949494949495,0.03532123565673828,1
0,vowel,5,1,eq,shep,,0.98989898989899,0.033327341079711914,1
0,vowel,5,1,eq,shep,,0.9595959595959596,0.03659224510192871,1
0,vowel,5,1,eq,shep,,0.9595959595959596,0.03680896759033203,1
0,vowel,5,1,eq,shep,,0.9595959595959596,0.03811287879943848,1
0,vowel,5,1,eq,shep,,0.9191919191919192,0.035169363021850586,1
0,vowel,5,1,eq,shep,,0.9292929292929293,0.03573179244995117,1
0,vowel,5,1,eq,shep,,0.9292929292929293,0.037926673889160156,1
0,vowel,5,1,mi,maj,,0.9292929292929293,0.17696928977966309,1
0,vowel,5,1,mi,maj,,0.9292929292929293,0.17353153228759766,1
0,vowel,5,1,mi,maj,,0.9595959595959596,0.1772000789642334,1
0,vowel,5,1,mi,maj,,0.9595959595959596,0.174943208694458,1
0,vowel,5,1,mi,maj,,0.9595959595959596,0.17253589630126953,1
0,vowel,5,1,mi,maj,,0.9595959595959596,0.1764841079711914,1
0,vowel,5,1,mi,maj,,0.9595959595959596,0.1750776767730713,1
0,vowel,5,1,mi,maj,,0.9393939393939394,0.17450618743896484,1
0,vowel,5,1,mi,maj,,0.9696969696969697,0.1727001667022705,1
0,vowel,5,1,mi,maj,,0.9494949494949495,0.17589282989501953,1
0,vowel,5,1,mi,inv,,0.9494949494949495,0.17648649215698242,1
0,vowel,5,1,mi,inv,,0.9595959595959596,0.1742875576019287,1
0,vowel,5,1,mi,inv,,0.9797979797979798,0.17582082748413086,1
0,vowel,5,1,mi,inv,,0.9797979797979798,0.17369556427001953,1
0,vowel,5,1,mi,inv,,0.9797979797979798,0.17656755447387695,1
0,vowel,5,1,mi,inv,,0.9797979797979798,0.17618751525878906,1
0,vowel,5,1,mi,inv,,0.98989898989899,0.1726064682006836,1
0,vowel,5,1,mi,inv,,0.9494949494949495,0.17409205436706543,1
0,vowel,5,1,mi,inv,,0.98989898989899,0.1795482635498047,1
0,vowel,5,1,mi,inv,,0.9696969696969697,0.17190194129943848,1
0,vowel,5,1,mi,shep,,0.9393939393939394,0.1715085506439209,1
0,vowel,5,1,mi,shep,,0.9494949494949495,0.17553091049194336,1
0,vowel,5,1,mi,shep,,0.9797979797979798,0.1771390438079834,1
0,vowel,5,1,mi,shep,,0.9595959595959596,0.17615485191345215,1
0,vowel,5,1,mi,shep,,0.9595959595959596,0.17722296714782715,1
0,vowel,5,1,mi,shep,,0.9696969696969697,0.1746206283569336,1
0,vowel,5,1,mi,shep,,0.9696969696969697,0.17474365234375,1
0,vowel,5,1,mi,shep,,0.9494949494949495,0.17726612091064453,1
0,vowel,5,1,mi,shep,,0.9696969696969697,0.1773817539215088,1
0,vowel,5,1,mi,shep,,0.9595959595959596,0.17787528038024902,1
0,vowel,5,1,chi,maj,,0.9292929292929293,0.03761172294616699,1
0,vowel,5,1,chi,maj,,0.898989898989899,0.034342288970947266,1
0,vowel,5,1,chi,maj,,0.9393939393939394,0.03817176818847656,1
0,vowel,5,1,chi,maj,,0.9494949494949495,0.04273176193237305,1
0,vowel,5,1,chi,maj,,0.9696969696969697,0.03977680206298828,1
0,vowel,5,1,chi,maj,,0.9595959595959596,0.03956866264343262,1
0,vowel,5,1,chi,maj,,0.9191919191919192,0.04361152648925781,1
0,vowel,5,1,chi,maj,,0.9494949494949495,0.03775930404663086,1
0,vowel,5,1,chi,maj,,0.9292929292929293,0.03697085380554199,1
0,vowel,5,1,chi,maj,,0.9696969696969697,0.036741018295288086,1
0,vowel,5,1,chi,inv,,0.9494949494949495,0.03678393363952637,1
0,vowel,5,1,chi,inv,,0.9393939393939394,0.03480362892150879,1
0,vowel,5,1,chi,inv,,0.9696969696969697,0.03698897361755371,1
0,vowel,5,1,chi,inv,,0.9797979797979798,0.03429055213928223,1
0,vowel,5,1,chi,inv,,0.9797979797979798,0.03737688064575195,1
0,vowel,5,1,chi,inv,,0.9696969696969697,0.04095315933227539,1
0,vowel,5,1,chi,inv,,0.9696969696969697,0.04289364814758301,1
0,vowel,5,1,chi,inv,,0.9494949494949495,0.04234576225280762,1
0,vowel,5,1,chi,inv,,0.9797979797979798,0.044524192810058594,1
0,vowel,5,1,chi,inv,,0.9595959595959596,0.03487348556518555,1
0,vowel,5,1,chi,shep,,0.9797979797979798,0.04003596305847168,1
0,vowel,5,1,chi,shep,,0.9494949494949495,0.03990292549133301,1
0,vowel,5,1,chi,shep,,0.98989898989899,0.03831887245178223,1
0,vowel,5,1,chi,shep,,0.9696969696969697,0.03834676742553711,1
0,vowel,5,1,chi,shep,,1.0,0.03621816635131836,1
0,vowel,5,1,chi,shep,,0.9797979797979798,0.03716397285461426,1
0,vowel,5,1,chi,shep,,0.98989898989899,0.03692007064819336,1
0,vowel,5,1,chi,shep,,0.98989898989899,0.03861427307128906,1
0,vowel,5,1,chi,shep,,0.98989898989899,0.04239511489868164,1
0,vowel,5,1,chi,shep,,0.98989898989899,0.04291892051696777,1
0,vowel,5,1.5,eq,maj,,0.9494949494949495,0.07272958755493164,1
0,vowel,5,1.5,eq,maj,,0.8686868686868687,0.07122492790222168,1
0,vowel,5,1.5,eq,maj,,0.9595959595959596,0.07165956497192383,1
0,vowel,5,1.5,eq,maj,,0.9696969696969697,0.07375025749206543,1
0,vowel,5,1.5,eq,maj,,0.9292929292929293,0.07209324836730957,1
0,vowel,5,1.5,eq,maj,,0.9595959595959596,0.07047319412231445,1
0,vowel,5,1.5,eq,maj,,0.9494949494949495,0.07375764846801758,1
0,vowel,5,1.5,eq,maj,,0.9292929292929293,0.07111287117004395,1
0,vowel,5,1.5,eq,maj,,0.9797979797979798,0.07116341590881348,1
0,vowel,5,1.5,eq,maj,,0.9292929292929293,0.07270312309265137,1
0,vowel,5,1.5,eq,inv,,0.9696969696969697,0.06877470016479492,1
0,vowel,5,1.5,eq,inv,,0.9292929292929293,0.0721888542175293,1
0,vowel,5,1.5,eq,inv,,0.9797979797979798,0.0724492073059082,1
0,vowel,5,1.5,eq,inv,,0.9797979797979798,0.07171416282653809,1
0,vowel,5,1.5,eq,inv,,0.9797979797979798,0.06778311729431152,1
0,vowel,5,1.5,eq,inv,,0.9696969696969697,0.0694742202758789,1
0,vowel,5,1.5,eq,inv,,0.9797979797979798,0.07100796699523926,1
0,vowel,5,1.5,eq,inv,,0.9696969696969697,0.07184123992919922,1
0,vowel,5,1.5,eq,inv,,0.98989898989899,0.0713655948638916,1
0,vowel,5,1.5,eq,inv,,0.9595959595959596,0.07156229019165039,1
0,vowel,5,1.5,eq,shep,,0.9494949494949495,0.07329893112182617,1
0,vowel,5,1.5,eq,shep,,0.8888888888888888,0.07084846496582031,1
0,vowel,5,1.5,eq,shep,,0.9595959595959596,0.07210445404052734,1
0,vowel,5,1.5,eq,shep,,0.9797979797979798,0.07162690162658691,1
0,vowel,5,1.5,eq,shep,,0.9292929292929293,0.07630705833435059,1
0,vowel,5,1.5,eq,shep,,0.9595959595959596,0.0782170295715332,1
0,vowel,5,1.5,eq,shep,,0.9595959595959596,0.07143449783325195,1
0,vowel,5,1.5,eq,shep,,0.9393939393939394,0.07275724411010742,1
0,vowel,5,1.5,eq,shep,,0.9797979797979798,0.07701492309570312,1
0,vowel,5,1.5,eq,shep,,0.9494949494949495,0.07148432731628418,1
0,vowel,5,1.5,mi,maj,,0.9494949494949495,0.2144002914428711,1
0,vowel,5,1.5,mi,maj,,0.9191919191919192,0.20963573455810547,1
0,vowel,5,1.5,mi,maj,,0.9595959595959596,0.21432876586914062,1
0,vowel,5,1.5,mi,maj,,0.9797979797979798,0.2062675952911377,1
0,vowel,5,1.5,mi,maj,,0.9494949494949495,0.21441245079040527,1
0,vowel,5,1.5,mi,maj,,0.9696969696969697,0.21741986274719238,1
0,vowel,5,1.5,mi,maj,,0.9595959595959596,0.20827102661132812,1
0,vowel,5,1.5,mi,maj,,0.9494949494949495,0.2232809066772461,1
0,vowel,5,1.5,mi,maj,,0.9595959595959596,0.21321868896484375,1
0,vowel,5,1.5,mi,maj,,0.9494949494949495,0.20909690856933594,1
0,vowel,5,1.5,mi,inv,,0.9595959595959596,0.21339082717895508,1
0,vowel,5,1.5,mi,inv,,0.9595959595959596,0.21644234657287598,1
0,vowel,5,1.5,mi,inv,,0.9595959595959596,0.21011066436767578,1
0,vowel,5,1.5,mi,inv,,0.98989898989899,0.21667838096618652,1
0,vowel,5,1.5,mi,inv,,0.9797979797979798,0.2110586166381836,1
0,vowel,5,1.5,mi,inv,,0.9797979797979798,0.21453571319580078,1
0,vowel,5,1.5,mi,inv,,0.98989898989899,0.21053671836853027,1
0,vowel,5,1.5,mi,inv,,0.9494949494949495,0.21433639526367188,1
0,vowel,5,1.5,mi,inv,,0.98989898989899,0.21442508697509766,1
0,vowel,5,1.5,mi,inv,,0.9595959595959596,0.2116107940673828,1
0,vowel,5,1.5,mi,shep,,0.9494949494949495,0.21761846542358398,1
0,vowel,5,1.5,mi,shep,,0.9292929292929293,0.2165229320526123,1
0,vowel,5,1.5,mi,shep,,0.9696969696969697,0.21156740188598633,1
0,vowel,5,1.5,mi,shep,,0.9797979797979798,0.21483969688415527,1
0,vowel,5,1.5,mi,shep,,0.9494949494949495,0.21028947830200195,1
0,vowel,5,1.5,mi,shep,,0.9696969696969697,0.2144308090209961,1
0,vowel,5,1.5,mi,shep,,0.9696969696969697,0.2161860466003418,1
0,vowel,5,1.5,mi,shep,,0.9494949494949495,0.20493459701538086,1
0,vowel,5,1.5,mi,shep,,0.9595959595959596,0.21563315391540527,1
0,vowel,5,1.5,mi,shep,,0.9494949494949495,0.21436119079589844,1
0,vowel,5,1.5,chi,maj,,0.9393939393939394,0.0749049186706543,1
0,vowel,5,1.5,chi,maj,,0.9191919191919192,0.07288837432861328,1
0,vowel,5,1.5,chi,maj,,0.9494949494949495,0.0756065845489502,1
0,vowel,5,1.5,chi,maj,,0.9696969696969697,0.07833719253540039,1
0,vowel,5,1.5,chi,maj,,0.9595959595959596,0.07758498191833496,1
0,vowel,5,1.5,chi,maj,,0.9595959595959596,0.07420015335083008,1
0,vowel,5,1.5,chi,maj,,0.9494949494949495,0.08008599281311035,1
0,vowel,5,1.5,chi,maj,,0.9494949494949495,0.07438445091247559,1
0,vowel,5,1.5,chi,maj,,0.9292929292929293,0.07243824005126953,1
0,vowel,5,1.5,chi,maj,,0.9494949494949495,0.07277297973632812,1
0,vowel,5,1.5,chi,inv,,0.9393939393939394,0.0731351375579834,1
0,vowel,5,1.5,chi,inv,,0.9393939393939394,0.07940268516540527,1
0,vowel,5,1.5,chi,inv,,0.9595959595959596,0.07317137718200684,1
0,vowel,5,1.5,chi,inv,,0.9797979797979798,0.07777070999145508,1
0,vowel,5,1.5,chi,inv,,0.9797979797979798,0.07150483131408691,1
0,vowel,5,1.5,chi,inv,,0.9797979797979798,0.07558655738830566,1
0,vowel,5,1.5,chi,inv,,0.9797979797979798,0.07307028770446777,1
0,vowel,5,1.5,chi,inv,,0.9595959595959596,0.07328510284423828,1
0,vowel,5,1.5,chi,inv,,0.9595959595959596,0.0778653621673584,1
0,vowel,5,1.5,chi,inv,,0.9696969696969697,0.07481622695922852,1
0,vowel,5,1.5,chi,shep,,0.9595959595959596,0.0789189338684082,1
0,vowel,5,1.5,chi,shep,,0.9393939393939394,0.07100296020507812,1
0,vowel,5,1.5,chi,shep,,0.9696969696969697,0.0715329647064209,1
0,vowel,5,1.5,chi,shep,,0.9797979797979798,0.0730431079864502,1
0,vowel,5,1.5,chi,shep,,0.98989898989899,0.08043837547302246,1
0,vowel,5,1.5,chi,shep,,0.9797979797979798,0.07679533958435059,1
0,vowel,5,1.5,chi,shep,,0.9797979797979798,0.07176804542541504,1
0,vowel,5,1.5,chi,shep,,0.9696969696969697,0.07081079483032227,1
0,vowel,5,1.5,chi,shep,,0.9797979797979798,0.07018327713012695,1
0,vowel,5,1.5,chi,shep,,0.9797979797979798,0.07378888130187988,1
0,vowel,5,2,eq,maj,,0.9595959595959596,0.03869795799255371,1
0,vowel,5,2,eq,maj,,0.8787878787878788,0.03995513916015625,1
0,vowel,5,2,eq,maj,,0.9696969696969697,0.037796974182128906,1
0,vowel,5,2,eq,maj,,0.9696969696969697,0.033936262130737305,1
0,vowel,5,2,eq,maj,,0.9090909090909091,0.033019304275512695,1
0,vowel,5,2,eq,maj,,0.9696969696969697,0.036665916442871094,1
0,vowel,5,2,eq,maj,,0.9494949494949495,0.03531026840209961,1
0,vowel,5,2,eq,maj,,0.9191919191919192,0.03794693946838379,1
0,vowel,5,2,eq,maj,,0.9696969696969697,0.03498554229736328,1
0,vowel,5,2,eq,maj,,0.9292929292929293,0.03756141662597656,1
0,vowel,5,2,eq,inv,,0.9696969696969697,0.03830218315124512,1
0,vowel,5,2,eq,inv,,0.9191919191919192,0.03977656364440918,1
0,vowel,5,2,eq,inv,,0.9797979797979798,0.03888702392578125,1
0,vowel,5,2,eq,inv,,0.9797979797979798,0.042114973068237305,1
0,vowel,5,2,eq,inv,,0.9595959595959596,0.03617119789123535,1
0,vowel,5,2,eq,inv,,0.9696969696969697,0.0349576473236084,1
0,vowel,5,2,eq,inv,,0.9797979797979798,0.03644990921020508,1
0,vowel,5,2,eq,inv,,0.9696969696969697,0.03439021110534668,1
0,vowel,5,2,eq,inv,,0.98989898989899,0.03624272346496582,1
0,vowel,5,2,eq,inv,,0.9595959595959596,0.03585624694824219,1
0,vowel,5,2,eq,shep,,0.9595959595959596,0.03532695770263672,1
0,vowel,5,2,eq,shep,,0.8888888888888888,0.03630995750427246,1
0,vowel,5,2,eq,shep,,0.9696969696969697,0.035460710525512695,1
0,vowel,5,2,eq,shep,,0.9797979797979798,0.034168243408203125,1
0,vowel,5,2,eq,shep,,0.9090909090909091,0.038307905197143555,1
0,vowel,5,2,eq,shep,,0.9696969696969697,0.03667044639587402,1
0,vowel,5,2,eq,shep,,0.9595959595959596,0.03436851501464844,1
0,vowel,5,2,eq,shep,,0.9292929292929293,0.03587007522583008,1
0,vowel,5,2,eq,shep,,0.9696969696969697,0.038369178771972656,1
0,vowel,5,2,eq,shep,,0.9494949494949495,0.03954601287841797,1
0,vowel,5,2,mi,maj,,0.9494949494949495,0.17663216590881348,1
0,vowel,5,2,mi,maj,,0.9191919191919192,0.1735365390777588,1
0,vowel,5,2,mi,maj,,0.9393939393939394,0.17618513107299805,1
0,vowel,5,2,mi,maj,,0.9595959595959596,0.1734178066253662,1
0,vowel,5,2,mi,maj,,0.9595959595959596,0.17251348495483398,1
0,vowel,5,2,mi,maj,,0.9696969696969697,0.1738877296447754,1
0,vowel,5,2,mi,maj,,0.9797979797979798,0.17634248733520508,1
0,vowel,5,2,mi,maj,,0.9292929292929293,0.1752314567565918,1
0,vowel,5,2,mi,maj,,0.9595959595959596,0.17180848121643066,1
