,dataset,k,r,w,v,reduction,acc,eff,storage
0,vowel,1,2,chi,inv,,0.98989898989899,0.03989291191101074,1
0,vowel,1,2,chi,inv,,0.98989898989899,0.038895606994628906,1
0,vowel,1,2,chi,inv,,1.0,0.04485201835632324,1
0,vowel,1,2,chi,inv,,0.98989898989899,0.039903879165649414,1
0,vowel,1,2,chi,inv,,1.0,0.03397369384765625,1
0,vowel,1,2,chi,inv,,0.98989898989899,0.03694796562194824,1
0,vowel,1,2,chi,inv,,0.98989898989899,0.034926414489746094,1
0,vowel,1,2,chi,inv,,0.98989898989899,0.03786206245422363,1
0,vowel,1,2,chi,inv,,1.0,0.04188728332519531,1
0,vowel,1,2,chi,inv,,0.98989898989899,0.03992104530334473,1
0,vowel,1,2,chi,shep,,0.98989898989899,0.0419154167175293,1
0,vowel,1,2,chi,shep,,0.98989898989899,0.03690075874328613,1
0,vowel,1,2,chi,shep,,1.0,0.036900997161865234,1
0,vowel,1,2,chi,shep,,0.98989898989899,0.03893089294433594,1
0,vowel,1,2,chi,shep,,1.0,0.03792572021484375,1
0,vowel,1,2,chi,shep,,0.98989898989899,0.03889203071594238,1
0,vowel,1,2,chi,shep,,0.98989898989899,0.03789401054382324,1
0,vowel,1,2,chi,shep,,0.98989898989899,0.03988981246948242,1
0,vowel,1,2,chi,shep,,1.0,0.03487372398376465,1
0,vowel,1,2,chi,shep,,0.98989898989899,0.03989243507385254,1
0,vowel,3,1,eq,maj,,0.9494949494949495,0.04093217849731445,1
0,vowel,3,1,eq,maj,,0.9393939393939394,0.037964820861816406,1
0,vowel,3,1,eq,maj,,0.9696969696969697,0.03493785858154297,1
0,vowel,3,1,eq,maj,,0.98989898989899,0.03689694404602051,1
0,vowel,3,1,eq,maj,,0.9696969696969697,0.03690338134765625,1
0,vowel,3,1,eq,maj,,0.9696969696969697,0.03689980506896973,1
0,vowel,3,1,eq,maj,,0.9797979797979798,0.03490447998046875,1
0,vowel,3,1,eq,maj,,0.9393939393939394,0.03789830207824707,1
0,vowel,3,1,eq,maj,,0.9797979797979798,0.03897905349731445,1
0,vowel,3,1,eq,maj,,0.9393939393939394,0.03787040710449219,1
0,vowel,3,1,eq,inv,,0.9696969696969697,0.03889203071594238,1
0,vowel,3,1,eq,inv,,0.9494949494949495,0.03789401054382324,1
0,vowel,3,1,eq,inv,,0.9797979797979798,0.037871360778808594,1
0,vowel,3,1,eq,inv,,0.98989898989899,0.03989219665527344,1
0,vowel,3,1,eq,inv,,0.9696969696969697,0.04293537139892578,1
0,vowel,3,1,eq,inv,,0.9696969696969697,0.04088902473449707,1
0,vowel,3,1,eq,inv,,0.9797979797979798,0.039891958236694336,1
0,vowel,3,1,eq,inv,,0.9696969696969697,0.041861772537231445,1
0,vowel,3,1,eq,inv,,0.9797979797979798,0.03789854049682617,1
0,vowel,3,1,eq,inv,,0.9696969696969697,0.039964914321899414,1
0,vowel,3,1,eq,shep,,0.9494949494949495,0.036902427673339844,1
0,vowel,3,1,eq,shep,,0.9393939393939394,0.03886723518371582,1
0,vowel,3,1,eq,shep,,0.9696969696969697,0.03789377212524414,1
0,vowel,3,1,eq,shep,,0.98989898989899,0.03988933563232422,1
0,vowel,3,1,eq,shep,,0.9696969696969697,0.03493332862854004,1
0,vowel,3,1,eq,shep,,0.9696969696969697,0.0388948917388916,1
0,vowel,3,1,eq,shep,,0.9797979797979798,0.03690028190612793,1
0,vowel,3,1,eq,shep,,0.9595959595959596,0.0359034538269043,1
0,vowel,3,1,eq,shep,,0.9797979797979798,0.040920257568359375,1
0,vowel,3,1,eq,shep,,0.9393939393939394,0.042882680892944336,1
0,vowel,3,1,mi,maj,,0.9494949494949495,0.18647265434265137,1
0,vowel,3,1,mi,maj,,0.9696969696969697,0.1785879135131836,1
0,vowel,3,1,mi,maj,,0.9797979797979798,0.18247771263122559,1
0,vowel,3,1,mi,maj,,0.98989898989899,0.18156671524047852,1
0,vowel,3,1,mi,maj,,0.9797979797979798,0.18353629112243652,1
0,vowel,3,1,mi,maj,,0.9797979797979798,0.1765270233154297,1
0,vowel,3,1,mi,maj,,0.9797979797979798,0.18251347541809082,1
0,vowel,3,1,mi,maj,,0.9595959595959596,0.17852997779846191,1
0,vowel,3,1,mi,maj,,1.0,0.1855623722076416,1
0,vowel,3,1,mi,maj,,0.9797979797979798,0.18048954010009766,1
0,vowel,3,1,mi,inv,,0.9595959595959596,0.18463706970214844,1
0,vowel,3,1,mi,inv,,0.9797979797979798,0.18756437301635742,1
0,vowel,3,1,mi,inv,,0.9797979797979798,0.1965034008026123,1
0,vowel,3,1,mi,inv,,0.98989898989899,0.1955108642578125,1
0,vowel,3,1,mi,inv,,0.9797979797979798,0.23537015914916992,1
0,vowel,3,1,mi,inv,,0.9797979797979798,0.19248461723327637,1
0,vowel,3,1,mi,inv,,0.9797979797979798,0.18357300758361816,1
0,vowel,3,1,mi,inv,,0.9595959595959596,0.1844935417175293,1
0,vowel,3,1,mi,inv,,1.0,0.1875150203704834,1
0,vowel,3,1,mi,inv,,0.9797979797979798,0.17955780029296875,1
0,vowel,3,1,mi,shep,,0.9494949494949495,0.18054485321044922,1
0,vowel,3,1,mi,shep,,0.9797979797979798,0.188523530960083,1
0,vowel,3,1,mi,shep,,0.9595959595959596,0.18151354789733887,1
0,vowel,3,1,mi,shep,,0.98989898989899,0.18450570106506348,1
0,vowel,3,1,mi,shep,,0.9797979797979798,0.17459344863891602,1
0,vowel,3,1,mi,shep,,0.9797979797979798,0.1785261631011963,1
0,vowel,3,1,mi,shep,,0.9797979797979798,0.176527738571167,1
0,vowel,3,1,mi,shep,,0.9595959595959596,0.17952179908752441,1
0,vowel,3,1,mi,shep,,1.0,0.17749691009521484,1
0,vowel,3,1,mi,shep,,0.9797979797979798,0.17752337455749512,1
0,vowel,3,1,chi,maj,,0.9595959595959596,0.03792619705200195,1
0,vowel,3,1,chi,maj,,0.9292929292929293,0.03791999816894531,1
0,vowel,3,1,chi,maj,,0.9494949494949495,0.0359041690826416,1
0,vowel,3,1,chi,maj,,0.9696969696969697,0.03989362716674805,1
0,vowel,3,1,chi,maj,,0.9797979797979798,0.04088163375854492,1
0,vowel,3,1,chi,maj,,0.9696969696969697,0.03693056106567383,1
0,vowel,3,1,chi,maj,,0.9696969696969697,0.03892874717712402,1
0,vowel,3,1,chi,maj,,0.9595959595959596,0.03988814353942871,1
0,vowel,3,1,chi,maj,,0.9696969696969697,0.039862871170043945,1
0,vowel,3,1,chi,maj,,0.9696969696969697,0.035903215408325195,1
0,vowel,3,1,chi,inv,,0.9696969696969697,0.04091811180114746,1
0,vowel,3,1,chi,inv,,0.9393939393939394,0.03998565673828125,1
0,vowel,3,1,chi,inv,,0.9595959595959596,0.038895368576049805,1
0,vowel,3,1,chi,inv,,0.9696969696969697,0.03792619705200195,1
0,vowel,3,1,chi,inv,,0.98989898989899,0.03792119026184082,1
0,vowel,3,1,chi,inv,,0.9797979797979798,0.03789806365966797,1
0,vowel,3,1,chi,inv,,0.9696969696969697,0.036988019943237305,1
0,vowel,3,1,chi,inv,,0.9696969696969697,0.038922786712646484,1
0,vowel,3,1,chi,inv,,0.9797979797979798,0.035904645919799805,1
0,vowel,3,1,chi,inv,,0.9797979797979798,0.0388641357421875,1
0,vowel,3,1,chi,shep,,0.98989898989899,0.03686881065368652,1
0,vowel,3,1,chi,shep,,0.9494949494949495,0.03695249557495117,1
0,vowel,3,1,chi,shep,,0.98989898989899,0.038895368576049805,1
0,vowel,3,1,chi,shep,,0.9797979797979798,0.04089188575744629,1
0,vowel,3,1,chi,shep,,1.0,0.034874677658081055,1
0,vowel,3,1,chi,shep,,0.9797979797979798,0.03789806365966797,1
0,vowel,3,1,chi,shep,,0.98989898989899,0.036895036697387695,1
0,vowel,3,1,chi,shep,,0.98989898989899,0.035902976989746094,1
0,vowel,3,1,chi,shep,,0.98989898989899,0.0388951301574707,1
0,vowel,3,1,chi,shep,,0.98989898989899,0.04191708564758301,1
0,vowel,3,1.5,eq,maj,,0.9494949494949495,0.07381844520568848,1
0,vowel,3,1.5,eq,maj,,0.9393939393939394,0.07383084297180176,1
0,vowel,3,1.5,eq,maj,,0.9595959595959596,0.07181310653686523,1
0,vowel,3,1.5,eq,maj,,1.0,0.07285141944885254,1
0,vowel,3,1.5,eq,maj,,0.9595959595959596,0.07378458976745605,1
0,vowel,3,1.5,eq,maj,,0.9595959595959596,0.0718693733215332,1
0,vowel,3,1.5,eq,maj,,1.0,0.07377266883850098,1
0,vowel,3,1.5,eq,maj,,0.9393939393939394,0.07483816146850586,1
0,vowel,3,1.5,eq,maj,,0.9696969696969697,0.07684993743896484,1
0,vowel,3,1.5,eq,maj,,0.9696969696969697,0.07184100151062012,1
0,vowel,3,1.5,eq,inv,,0.9696969696969697,0.07183575630187988,1
0,vowel,3,1.5,eq,inv,,0.9595959595959596,0.07177448272705078,1
0,vowel,3,1.5,eq,inv,,0.9696969696969697,0.07080936431884766,1
0,vowel,3,1.5,eq,inv,,1.0,0.0718543529510498,1
0,vowel,3,1.5,eq,inv,,0.9595959595959596,0.07280492782592773,1
0,vowel,3,1.5,eq,inv,,0.9595959595959596,0.07878875732421875,1
0,vowel,3,1.5,eq,inv,,1.0,0.0738677978515625,1
0,vowel,3,1.5,eq,inv,,0.9595959595959596,0.07598519325256348,1
0,vowel,3,1.5,eq,inv,,0.9797979797979798,0.07180571556091309,1
0,vowel,3,1.5,eq,inv,,0.98989898989899,0.07280611991882324,1
0,vowel,3,1.5,eq,shep,,0.9494949494949495,0.07383036613464355,1
0,vowel,3,1.5,eq,shep,,0.9393939393939394,0.08092689514160156,1
0,vowel,3,1.5,eq,shep,,0.9595959595959596,0.07776355743408203,1
0,vowel,3,1.5,eq,shep,,1.0,0.07779264450073242,1
0,vowel,3,1.5,eq,shep,,0.9595959595959596,0.07182502746582031,1
0,vowel,3,1.5,eq,shep,,0.9595959595959596,0.07588744163513184,1
0,vowel,3,1.5,eq,shep,,1.0,0.07186436653137207,1
